user_id,age,weight_kg,height_cm,workout_duration_min,workout_type,calories_burned,avg_heart_rate,sleep_hours,steps,active_minutes,resting_heart_rate,vo2_max,stress_level,hydration_liters,recovery_score
1721,36,92.9,178.6,72,Strength,511,62,6.9,7971,62,58,58.6,7,1.85,79.9
1722,53,88.2,162.7,41,HIIT,286,169,8.1,18894,85,77,43.4,7,2.1,45.9
1723,25,57.3,161.4,91,Yoga,269,177,5.2,15957,137,50,42.5,2,2.58,47.6
1724,46,84.5,150.6,34,Cardio,693,148,9.9,7968,166,65,43.8,3,2.38,54.6
1725,49,97.3,156.5,88,HIIT,500,159,7.9,9647,23,54,49.8,1,2.64,82.6
1726,35,84.1,165.5,83,HIIT,345,113,6.2,18457,14,76,53.3,2,1.94,93.6
1727,23,66.6,155.8,23,Strength,651,108,7.6,11000,121,50,56.1,6,1.5,81.4
1728,35,75.0,199.3,94,Cardio,142,87,5.3,7141,36,46,43.7,2,3.41,65.0
1729,36,82.3,165.4,37,Cardio,278,97,7.8,4126,134,83,40.9,1,1.12,70.8
1730,39,75.5,156.5,61,Yoga,556,87,4.2,8470,38,71,59.5,8,2.11,82.7
1731,54,56.0,160.0,49,Yoga,634,91,6.0,17473,12,58,37.0,9,1.26,76.8
1732,49,65.6,179.4,34,Yoga,343,174,8.5,18161,167,67,36.7,7,3.21,71.8
1733,58,90.1,153.2,89,HIIT,116,100,8.8,14908,146,83,51.5,3,2.1,54.2
1734,20,93.1,193.1,74,Cardio,211,95,5.5,13850,10,65,35.4,1,1.09,77.0
1735,45,56.9,198.1,72,Strength,697,162,7.2,2984,32,74,42.0,4,1.23,41.1
1736,27,97.6,162.3,35,HIIT,646,95,7.2,19682,76,69,38.8,3,1.6,73.6
1737,52,66.4,172.5,92,HIIT,129,166,6.5,9187,169,68,35.1,3,3.36,89.2
1738,46,83.1,151.1,53,Strength,291,177,5.4,12845,15,55,47.4,2,3.4,50.8
1739,32,87.6,182.0,46,Strength,536,146,8.2,7713,58,79,41.2,3,3.99,46.9
1740,50,90.6,170.7,32,Yoga,278,125,5.5,16083,152,48,43.9,5,1.72,98.2
1741,24,97.3,163.5,119,Strength,573,69,9.5,17519,39,81,35.9,4,1.18,90.6
1742,29,65.6,160.3,46,Strength,233,129,7.2,13138,49,80,53.0,1,1.85,58.1
1743,47,92.9,182.7,92,Strength,411,131,9.2,4085,72,57,39.4,1,1.54,52.5
1744,38,56.6,170.8,88,Strength,124,138,5.7,8533,57,53,40.3,1,3.13,60.0
1745,48,85.3,159.0,105,Yoga,470,168,8.8,18183,133,72,37.6,9,3.91,65.9
1746,41,87.1,184.5,50,HIIT,624,152,4.7,4727,77,60,43.0,9,1.82,89.3
1747,37,83.9,178.3,22,Cardio,418,122,8.6,2376,144,50,43.9,9,1.99,54.4
1748,54,62.6,192.9,49,Cardio,329,151,6.3,8992,52,71,45.9,4,2.05,83.3
1749,21,93.7,155.9,40,HIIT,201,81,6.8,16185,153,54,59.0,4,3.57,95.8
1750,45,58.4,189.3,118,Cardio,549,157,5.0,6690,31,67,57.1,7,2.73,62.8
1751,37,52.7,183.7,25,Cardio,477,79,4.1,3065,72,65,48.3,3,3.92,41.6
1752,41,85.9,155.8,111,HIIT,302,92,8.0,5682,50,70,31.2,3,2.88,89.7
1753,49,73.8,184.7,51,Cardio,366,74,7.5,16793,162,47,48.4,4,3.12,82.5
1754,58,92.5,172.1,61,Cardio,561,66,7.7,19435,59,79,32.7,6,1.27,48.9
1755,53,69.2,197.2,81,HIIT,464,147,5.5,10820,76,51,51.3,1,3.86,75.8
1756,51,58.4,157.1,108,Cardio,203,149,5.4,15820,95,71,41.7,3,2.88,89.5
1757,53,91.8,182.1,51,Strength,210,109,9.0,10058,168,77,55.1,5,2.56,50.9
1758,19,77.4,169.1,118,HIIT,527,69,8.6,16118,46,48,58.3,4,2.16,53.4
1759,32,59.5,197.8,105,Yoga,568,138,6.0,5974,159,70,42.5,8,1.23,52.1
1760,51,86.0,166.5,107,Cardio,680,96,7.8,8659,36,52,43.8,9,1.4,99.9
1761,53,75.6,198.1,58,Yoga,660,118,9.0,6841,129,64,47.7,8,1.04,53.8
1762,23,80.2,195.1,83,Cardio,349,147,9.3,16583,139,61,35.9,9,4.0,56.0
1763,56,73.0,163.5,49,Strength,581,134,4.0,5424,31,49,57.8,8,3.36,42.9
1764,59,91.4,190.2,82,HIIT,430,163,8.9,16733,26,53,43.0,1,3.39,99.0
1765,29,91.5,199.8,115,Yoga,686,122,6.1,16538,121,52,35.0,7,3.19,54.8
1766,20,85.5,162.6,50,HIIT,300,80,8.3,11517,134,51,52.9,9,2.45,83.5
1767,35,55.3,171.8,106,Yoga,553,163,6.2,19555,65,81,36.6,1,1.26,41.6
1768,57,91.9,176.0,59,Cardio,603,161,7.6,14508,168,80,34.3,1,1.22,87.0
1769,38,83.6,164.7,52,Strength,645,138,7.9,5769,52,47,46.9,2,3.75,85.0
1770,32,84.9,150.8,82,Yoga,210,138,6.4,4310,130,52,50.1,5,1.0,45.0
1771,50,68.1,161.0,44,Yoga,643,96,7.1,4343,142,49,47.1,8,3.1,47.4
1772,52,94.0,164.1,55,Strength,308,104,8.4,5386,139,49,49.7,8,2.89,57.7
1773,43,86.3,172.2,43,Strength,132,73,6.9,4339,130,61,33.5,4,2.5,61.3
1774,25,55.6,158.6,114,Strength,654,102,4.1,2683,141,71,44.3,7,3.92,87.0
1775,53,70.4,193.7,77,Strength,206,175,4.1,3054,171,84,40.7,7,1.59,43.7
1776,47,94.3,185.2,58,Strength,364,144,8.0,2348,121,83,59.2,9,3.36,79.0
1777,40,52.4,154.3,65,HIIT,325,167,9.1,18362,143,56,31.5,9,3.02,53.7
1778,59,98.1,182.5,96,Cardio,586,143,8.7,3022,14,72,38.9,3,3.92,62.9
1779,31,84.0,182.7,29,Cardio,278,92,5.9,2503,70,48,58.3,8,3.8,40.1
1780,31,81.6,197.8,106,Yoga,321,62,6.8,10277,65,72,59.5,5,1.39,57.5
1781,19,63.5,150.2,101,Strength,469,163,5.4,13514,111,69,54.7,5,1.92,50.3
1782,54,62.4,162.4,51,HIIT,266,146,9.9,15576,172,80,32.3,8,3.55,70.2
1783,22,97.1,196.4,116,HIIT,652,103,5.6,2522,128,47,46.8,6,1.69,49.5
1784,55,64.9,196.6,55,Yoga,399,170,6.5,13884,22,75,42.0,1,2.14,90.1
1785,58,88.8,186.0,47,Strength,480,146,8.1,2017,35,81,54.2,4,2.88,93.0
1786,31,69.7,188.3,35,Cardio,134,150,9.3,3268,73,56,31.7,9,2.69,90.7
1787,56,57.0,154.6,35,Strength,506,94,4.3,3176,148,81,35.9,5,2.92,98.9
1788,42,50.5,175.7,37,HIIT,601,84,5.8,14745,71,81,44.7,4,3.14,94.9
1789,37,77.2,161.6,27,Strength,413,155,7.4,13961,133,48,34.7,1,3.19,56.8
1790,19,98.8,159.1,99,Cardio,200,145,7.7,5613,79,74,50.8,9,3.21,58.9
1791,56,68.5,190.5,94,Cardio,668,67,4.4,18498,84,82,54.6,8,3.98,72.0
1792,23,67.9,156.8,89,Yoga,314,179,8.0,10944,19,82,51.1,3,2.07,63.1
1793,34,67.2,173.4,20,HIIT,675,174,7.2,8590,153,71,43.2,9,1.13,98.2
1794,42,76.0,196.9,81,Strength,161,175,9.0,8768,21,66,56.4,1,2.05,60.4
1795,45,72.0,159.3,95,Strength,468,121,5.3,2321,97,45,34.1,4,3.73,84.4
1796,19,94.0,198.9,57,Yoga,467,161,5.2,9626,59,82,37.8,5,1.25,74.5
1797,52,75.3,199.7,111,Yoga,673,77,8.8,14513,152,64,44.7,4,2.94,97.4
1798,54,75.4,177.8,64,Yoga,193,151,8.2,19217,68,62,31.8,4,2.27,84.7
1799,22,56.9,158.5,77,HIIT,568,87,8.8,10403,71,50,32.9,9,3.76,58.2
1800,18,99.1,165.8,100,Strength,125,134,8.7,11448,81,56,41.9,5,3.79,51.8
1801,57,62.5,171.2,20,Yoga,534,71,4.6,18542,59,61,58.3,1,3.36,91.3
1802,29,53.7,165.5,51,HIIT,220,123,5.7,4619,63,66,57.3,7,1.3,94.7
1803,53,83.2,164.0,27,Strength,149,178,5.6,3347,63,62,44.0,6,1.07,89.9
1804,40,79.8,198.6,59,Cardio,135,61,9.6,5164,165,54,34.3,9,1.41,84.2
1805,48,70.8,157.7,75,Yoga,509,118,6.9,15559,113,68,35.3,4,1.97,59.3
1806,28,71.1,186.7,82,HIIT,388,96,4.7,2910,60,64,41.3,6,1.72,70.3
1807,27,89.3,150.0,107,Strength,478,63,5.7,9166,83,56,36.3,7,2.11,94.9
1808,20,59.8,179.8,93,Strength,199,100,9.2,4451,170,48,32.5,4,1.43,48.1
1809,31,91.0,195.8,93,Yoga,423,104,9.1,13995,138,49,50.2,9,3.26,69.7
1810,33,82.4,164.4,55,Yoga,428,168,9.4,2403,94,70,47.4,1,3.54,61.3
1811,27,70.9,159.3,108,Strength,320,170,6.3,12033,78,80,38.7,1,2.46,80.6
1812,46,72.9,182.6,76,HIIT,666,93,7.8,5485,138,60,53.4,3,3.87,78.0
1813,27,62.8,185.6,93,Cardio,209,146,5.7,15751,126,49,53.3,9,1.36,73.6
1814,29,87.6,184.4,102,Strength,248,72,5.1,11448,64,70,44.7,5,1.32,56.8
1815,47,75.6,166.0,64,HIIT,505,66,4.1,15410,94,63,32.9,1,1.6,49.6
1816,58,66.0,162.6,98,Yoga,509,91,5.3,16262,98,50,57.6,5,3.95,87.1
1817,18,79.8,197.8,99,Strength,228,82,7.6,11834,82,68,50.1,6,2.25,99.5
1818,22,99.8,196.2,21,Yoga,583,108,9.4,18906,89,75,37.4,4,3.77,50.1
1819,37,71.8,172.9,112,Cardio,207,131,4.8,3944,177,75,48.3,7,1.61,44.5
1820,25,96.0,192.3,87,Yoga,488,173,9.5,3560,119,51,42.2,3,3.54,84.7
1821,29,67.3,172.6,69,Cardio,524,170,6.1,6747,70,54,49.1,5,1.93,60.6
1822,18,52.7,171.2,48,Yoga,546,106,6.6,9154,173,83,44.2,6,3.2,52.8
1823,37,60.2,157.8,114,Yoga,167,96,6.2,16089,112,66,44.6,7,3.92,71.5
1824,45,70.9,171.3,100,Cardio,165,157,6.5,18976,122,58,52.1,2,3.8,80.5
1825,54,61.0,176.9,29,Yoga,664,107,5.6,14085,161,72,48.4,5,3.49,52.9
1826,54,50.0,151.1,46,HIIT,603,88,8.2,7327,89,66,32.4,7,1.15,99.7
1827,29,95.8,172.2,34,Yoga,603,96,8.5,19139,151,76,32.0,7,2.82,59.7
1828,54,92.2,189.1,79,Strength,420,82,8.9,2496,121,55,39.2,3,3.51,58.9
1829,45,87.1,184.0,50,Yoga,679,97,6.0,15060,107,58,42.9,8,2.2,65.4
1830,32,58.4,181.8,40,HIIT,546,152,8.6,17656,97,75,38.3,1,3.19,84.7
1831,23,56.0,195.5,79,Strength,673,103,7.8,3598,109,48,49.5,4,1.41,92.4
1832,37,53.4,150.9,77,HIIT,309,64,9.7,6127,129,66,35.9,3,1.53,59.4
1833,31,86.2,177.9,60,Strength,469,111,6.5,15123,138,73,51.1,4,2.93,47.1
1834,19,96.4,189.4,65,Yoga,663,99,10.0,7551,56,79,53.2,9,2.31,55.4
1835,26,71.5,177.1,64,HIIT,557,70,8.4,5590,158,57,33.7,8,1.65,45.1
1836,54,56.0,166.2,45,Yoga,676,137,8.7,14973,48,64,49.5,4,1.85,77.8
1837,37,75.6,156.8,70,Strength,262,179,4.2,18845,12,63,58.8,8,2.86,84.4
1838,43,67.4,194.4,55,HIIT,431,172,7.0,6966,153,59,35.8,1,3.18,65.8
1839,46,68.7,173.5,71,Cardio,449,165,7.2,17319,77,70,57.3,8,1.62,97.2
1840,18,81.1,193.9,100,HIIT,567,61,4.2,13515,163,64,48.2,2,3.87,83.7
1841,52,85.9,179.3,70,Yoga,525,94,5.9,18549,22,80,47.7,6,1.02,62.8
1842,23,55.5,183.7,22,Cardio,426,104,9.7,3728,29,50,31.6,6,3.1,46.1
1843,54,51.8,190.2,33,Cardio,205,108,6.6,6697,92,59,52.4,3,1.87,69.6
1844,22,99.7,183.0,68,Strength,354,94,5.1,17730,36,48,44.3,5,2.44,70.2
1845,50,61.6,169.9,96,Cardio,457,165,7.1,13366,139,50,51.6,2,2.71,73.0
1846,31,52.7,175.7,110,Cardio,543,151,4.2,2037,19,46,54.3,8,2.68,80.9
1847,29,59.5,190.2,20,Strength,212,131,7.1,9486,98,80,45.7,8,3.33,55.9
1848,59,51.9,168.7,76,HIIT,129,91,7.6,4021,28,59,37.9,5,3.47,40.1
1849,37,69.6,169.4,36,Yoga,623,127,6.1,8880,152,56,34.2,7,1.22,88.8
1850,41,90.1,154.8,69,HIIT,145,168,8.6,6521,112,84,34.8,8,3.11,89.4
1851,51,67.1,195.7,117,Cardio,270,130,4.8,10839,56,51,56.0,4,2.2,94.7
1852,42,72.2,154.6,33,Yoga,229,98,9.3,5302,161,66,33.7,2,3.46,98.1
1853,46,83.8,182.4,78,HIIT,452,107,9.7,10511,25,52,41.5,5,2.83,49.6
1854,56,75.4,170.7,100,Yoga,302,150,4.0,8368,90,55,40.0,7,1.03,61.2
1855,48,93.1,170.3,22,Cardio,325,96,9.1,12745,141,46,56.0,4,3.0,91.1
1856,40,93.3,184.0,117,HIIT,179,119,7.0,11914,122,74,44.3,4,3.78,96.0
1857,55,50.5,153.4,59,Yoga,409,140,6.8,11948,168,48,59.9,4,1.25,40.9
1858,37,88.9,179.7,108,Yoga,134,133,5.4,13870,75,69,52.1,9,2.48,63.3
1859,40,73.0,188.6,85,HIIT,663,63,6.7,7873,63,65,55.5,9,2.88,46.8
1860,33,99.4,191.4,53,HIIT,260,82,9.7,9498,11,69,33.0,8,1.59,87.3
1861,59,74.2,158.5,109,Cardio,695,73,5.3,7635,70,53,37.6,8,2.95,84.8
1862,25,99.3,194.9,114,Strength,534,64,5.1,2764,24,52,34.1,7,1.15,85.3
1863,38,87.7,182.8,28,Yoga,637,125,5.5,19036,69,49,43.9,1,3.72,63.4
1864,18,62.4,194.1,113,HIIT,324,169,7.3,14272,121,72,51.5,8,3.29,64.4
1865,25,76.9,174.3,103,HIIT,545,83,9.6,17143,52,46,35.1,4,3.82,55.7
1866,46,99.6,177.1,40,HIIT,416,77,7.4,13794,102,65,33.9,1,2.26,61.7
1867,49,92.9,196.0,112,Yoga,513,86,5.5,12321,177,52,48.4,1,1.1,99.0
1868,55,54.9,195.0,44,Cardio,194,83,6.6,2145,39,78,36.9,3,2.02,42.8
1869,22,85.3,172.4,63,Strength,324,88,6.3,7101,72,67,44.4,3,2.55,59.4
1870,39,67.3,163.7,44,Yoga,652,70,4.3,6247,33,59,31.5,1,3.81,87.4
1871,51,50.3,169.7,28,Cardio,165,171,7.1,11578,23,71,50.4,8,3.65,62.9
1872,18,70.2,169.4,81,Yoga,496,77,4.8,6188,37,46,46.2,4,2.78,97.0
1873,43,61.7,164.3,45,Yoga,309,171,9.1,12779,151,72,49.4,4,3.19,59.9
1874,27,90.9,163.4,76,HIIT,573,176,7.3,4696,117,55,38.3,6,3.86,91.0
1875,47,66.9,193.1,56,Cardio,670,63,9.1,10240,43,65,38.4,9,3.55,88.9
1876,35,91.4,153.5,35,HIIT,589,92,9.7,16190,87,76,54.0,9,2.98,40.6
1877,34,50.0,183.9,56,HIIT,279,137,9.7,13781,21,76,51.6,8,2.62,64.2
1878,43,65.4,158.6,95,Cardio,623,167,4.6,12780,70,51,47.4,1,2.43,56.8
1879,25,62.1,167.2,43,HIIT,558,179,9.7,6641,114,66,48.8,2,3.27,68.8
1880,57,61.7,153.1,45,HIIT,167,101,8.8,7559,49,58,32.8,3,3.43,67.8
1881,29,53.4,163.5,39,Strength,428,91,8.7,3260,157,57,55.7,5,1.65,94.3
1882,44,59.4,188.4,28,Cardio,301,110,4.5,19033,179,65,53.1,5,2.42,51.0
1883,25,77.8,194.3,106,Cardio,574,63,5.1,13631,16,66,47.7,8,3.31,50.9
1884,42,64.6,161.1,48,HIIT,617,79,9.9,5048,88,78,57.6,2,3.03,46.5
1885,21,70.9,173.2,50,HIIT,114,144,5.3,4023,130,54,35.1,2,2.77,84.3
1886,50,68.8,173.5,38,Cardio,141,126,5.0,4074,82,45,50.6,8,1.97,95.1
1887,18,93.8,193.7,39,Cardio,642,148,6.2,14434,77,45,58.9,1,2.83,62.1
1888,36,95.3,188.1,106,Yoga,388,127,9.5,15155,40,68,39.3,9,2.84,43.7
1889,48,74.6,175.7,46,Cardio,632,121,6.9,4312,79,47,30.5,2,2.3,49.4
1890,33,66.5,183.5,113,Yoga,343,117,9.5,5474,56,75,52.0,5,3.88,46.1
1891,31,55.3,192.4,104,HIIT,666,106,6.0,16171,67,57,30.2,3,2.96,75.5
1892,22,97.7,150.5,63,Strength,697,134,5.4,5260,159,48,56.2,5,3.55,56.9
1893,58,53.0,170.1,54,Strength,273,139,7.0,18341,33,67,31.7,8,1.39,93.8
1894,43,64.9,195.4,90,Yoga,633,118,7.7,7618,43,50,49.6,8,3.27,49.7
1895,45,64.9,187.0,41,HIIT,608,159,6.3,14997,72,78,41.3,6,2.81,95.8
1896,19,66.0,177.1,93,HIIT,343,65,6.1,3350,156,62,36.1,9,1.92,60.0
1897,23,58.2,176.5,106,HIIT,159,154,5.3,11285,33,80,56.9,7,1.41,92.0
1898,26,89.2,167.4,34,Cardio,203,99,5.7,8048,73,70,52.4,2,2.14,96.9
1899,50,56.1,176.0,113,HIIT,402,136,8.0,10141,157,77,40.2,1,2.32,99.2
1900,58,81.7,182.8,117,Cardio,176,82,6.2,13288,125,77,38.5,8,1.42,88.2
1901,42,56.2,170.9,32,Yoga,117,111,4.5,3854,107,69,52.1,1,3.01,46.1
1902,30,53.5,185.7,23,Strength,633,63,4.8,18944,36,61,55.1,8,1.92,43.3
1903,26,95.5,193.1,101,Yoga,283,96,6.2,9546,53,47,51.5,9,3.42,84.4
1904,30,59.5,157.7,75,HIIT,649,101,9.5,17553,102,66,49.2,1,2.95,93.8
1905,48,91.1,172.6,42,HIIT,380,160,6.3,9207,74,79,36.8,7,1.93,50.0
1906,58,77.2,170.4,116,Yoga,387,103,4.4,8486,128,48,55.6,5,2.08,96.5
1907,28,53.9,184.4,117,Cardio,624,156,6.5,8147,63,72,52.5,8,3.83,76.6
1908,21,97.8,162.5,53,Cardio,573,179,8.0,12017,129,57,45.5,4,3.84,47.4
1909,51,62.3,182.0,119,Cardio,366,101,7.6,17094,176,74,45.3,2,2.26,50.0
1910,55,93.0,193.9,118,Strength,456,88,5.7,9664,16,56,47.1,7,3.04,44.0
1911,21,58.4,170.9,36,Strength,100,160,8.1,16573,63,47,54.8,7,3.94,48.6
1912,55,92.7,195.6,47,HIIT,126,78,7.8,3683,52,65,52.3,8,3.98,83.9
1913,36,50.7,199.7,33,Yoga,647,174,5.0,11390,29,84,55.7,9,1.22,53.1
1914,23,75.6,155.3,53,Yoga,259,143,5.0,3009,93,45,45.2,6,2.66,73.7
1915,51,88.5,161.7,94,HIIT,498,91,7.3,17820,162,62,48.7,3,3.18,83.3
1916,35,96.7,197.5,76,Cardio,642,103,8.0,11899,52,57,55.6,5,1.56,93.7
1917,30,95.5,197.9,96,Strength,226,114,9.8,4612,136,51,37.0,3,3.47,75.4
1918,58,91.0,154.9,116,Yoga,309,139,6.5,9226,164,57,43.3,9,2.41,74.2
1919,40,94.4,150.7,74,HIIT,249,64,8.6,6341,162,61,48.6,5,2.49,94.8
1920,36,60.0,158.1,85,Cardio,130,172,4.7,19926,45,76,57.5,7,1.82,57.7
1921,28,64.2,199.8,117,Cardio,401,105,9.3,19621,75,73,30.5,7,1.9,52.2
1922,18,64.4,159.0,112,Strength,356,135,7.8,13167,130,74,36.4,7,1.25,92.4
1923,41,68.9,175.1,56,Strength,156,104,7.8,7709,18,55,37.0,4,3.79,44.5
1924,24,69.7,192.4,87,HIIT,108,80,4.9,15240,92,58,39.8,4,2.15,51.4
1925,42,77.2,151.0,95,HIIT,104,137,4.2,4263,88,54,38.5,3,1.49,64.7
1926,38,58.0,180.2,45,Cardio,213,160,8.2,18666,30,52,47.7,4,1.43,61.7
1927,32,84.6,163.9,80,Cardio,304,81,4.7,9998,25,75,56.6,9,2.22,82.4
1928,18,58.4,193.1,111,Yoga,123,89,4.8,18315,35,50,49.1,5,2.9,45.5
1929,29,65.5,164.2,86,Cardio,592,82,5.1,9740,38,63,37.2,6,3.33,68.6
1930,24,75.2,184.3,103,HIIT,505,64,4.6,12812,107,63,55.9,4,3.77,88.5
1931,32,89.8,183.7,93,Strength,202,122,7.8,16228,80,56,49.0,1,2.91,81.0
1932,38,87.0,161.1,71,HIIT,159,152,6.5,15532,152,83,36.6,7,2.26,77.9
1933,36,82.3,151.7,37,Yoga,185,118,5.6,3882,26,62,40.8,7,2.27,54.4
1934,46,57.8,170.5,72,Yoga,471,153,6.6,8187,146,47,53.7,6,2.72,63.6
1935,42,77.4,164.5,82,Strength,695,141,9.1,16652,41,53,52.2,4,2.61,50.8
1936,50,54.4,190.4,72,HIIT,301,169,9.6,10792,75,50,47.3,8,2.92,70.5
1937,49,68.9,190.0,46,Yoga,188,173,6.9,18850,68,45,34.3,8,2.51,75.1
1938,52,70.7,172.9,50,HIIT,536,111,7.4,5950,169,84,54.1,1,1.18,77.9
1939,55,52.0,180.3,110,Yoga,219,124,5.5,5889,120,73,39.2,9,2.5,92.6
1940,43,63.7,180.2,20,Strength,255,98,7.1,11211,92,79,53.1,8,1.07,43.7
1941,28,97.8,191.4,25,Yoga,498,140,8.5,19931,119,79,49.4,2,1.54,63.3
1942,52,97.7,171.3,30,HIIT,287,62,7.0,15089,68,74,37.9,9,2.16,75.5
1943,25,67.6,163.8,53,HIIT,151,101,5.8,17566,39,79,36.4,4,2.65,74.2
1944,31,52.2,163.3,103,Yoga,630,130,7.5,6436,20,83,33.9,6,1.55,41.3
1945,27,59.0,176.8,82,Cardio,579,86,9.7,19087,128,66,37.3,2,1.83,51.4
1946,19,69.6,172.5,72,Strength,686,87,9.3,10497,163,72,34.7,4,2.12,90.7
1947,26,97.4,172.0,104,Strength,329,167,8.6,9636,103,62,48.5,2,1.59,70.9
1948,20,57.1,154.6,104,Yoga,580,113,5.7,13979,11,76,48.0,9,4.0,64.8
1949,38,88.2,185.9,37,Yoga,229,154,5.4,11065,171,49,47.6,9,3.41,94.0
1950,43,55.4,160.7,40,Cardio,154,74,9.0,3581,178,78,49.3,5,3.43,44.5
1951,25,99.1,159.8,38,Strength,370,178,5.1,5957,40,75,54.4,3,2.71,95.3
1952,19,69.1,170.6,23,Cardio,199,112,7.6,6590,72,77,57.4,3,3.88,41.7
1953,23,88.8,161.4,96,Strength,168,171,6.6,16913,126,48,36.9,1,3.2,73.8
1954,45,67.1,179.2,101,Yoga,398,131,6.8,11797,136,58,47.6,8,1.99,73.3
1955,46,81.4,168.6,48,Strength,628,129,6.7,9531,45,59,32.4,3,2.83,78.3
1956,43,59.6,172.4,44,Strength,453,151,9.4,15825,49,64,33.6,4,2.63,41.8
1957,42,57.3,176.9,75,Strength,251,63,4.5,8911,32,64,49.6,2,2.74,71.8
1958,29,96.9,160.2,96,Cardio,429,153,8.7,7731,163,79,44.6,8,3.45,46.8
1959,22,95.9,157.8,82,Cardio,215,166,9.0,19279,27,48,52.7,3,2.53,49.4
1960,51,94.4,194.0,46,Strength,641,76,9.7,16790,88,62,42.8,2,3.19,52.9
1961,54,81.3,171.7,79,HIIT,422,93,6.7,15455,43,68,33.8,1,1.75,76.8
1962,32,90.4,170.6,102,Cardio,662,65,7.0,13455,165,71,56.2,2,3.8,63.4
1963,53,53.5,151.8,68,Yoga,671,95,9.8,14045,116,77,32.5,2,1.26,45.1
1964,32,66.7,174.9,84,Yoga,328,158,6.8,5531,58,69,35.7,4,3.98,57.3
1965,40,65.7,177.7,57,Strength,459,162,7.0,12666,71,49,38.3,1,2.9,44.6
1966,23,81.8,177.9,102,Yoga,104,98,6.0,6852,51,62,59.9,1,2.41,79.8
1967,38,67.8,185.4,71,Cardio,127,139,4.2,18414,33,64,42.5,6,1.93,73.4
1968,40,57.4,158.9,20,HIIT,463,125,6.6,16281,172,79,45.1,5,2.22,64.5
1969,33,79.8,162.6,59,HIIT,561,67,7.9,17770,86,50,53.1,1,3.35,95.7
1970,32,90.7,190.5,100,HIIT,330,74,8.1,16387,104,71,49.1,6,1.42,71.1
1971,42,69.1,197.4,40,Yoga,494,122,4.0,18626,92,72,55.2,8,1.76,93.3
1972,53,56.6,156.8,105,Strength,370,150,8.8,14973,102,55,44.6,5,1.37,74.7
1973,28,59.8,174.9,34,Yoga,403,139,7.0,15923,31,53,59.2,3,2.28,62.6
1974,32,61.9,160.7,69,Strength,482,124,7.1,7511,114,72,53.9,3,2.16,72.3
1975,21,65.0,153.0,67,HIIT,657,118,9.8,7508,94,63,42.0,2,2.95,49.1
1976,38,82.1,166.3,51,Cardio,127,69,5.7,6668,70,83,41.4,9,3.99,80.5
1977,30,80.0,157.2,68,Yoga,618,66,8.6,8087,167,65,57.9,9,3.68,98.9
1978,39,84.8,185.5,87,Cardio,298,171,7.4,9015,78,75,50.5,7,3.64,54.8
1979,36,68.1,176.7,64,HIIT,181,133,8.2,8662,15,51,48.6,1,2.94,59.4
1980,51,91.2,157.2,51,Strength,187,135,6.5,13614,94,81,52.7,1,1.81,64.4
1981,31,60.2,150.5,23,Cardio,489,140,5.7,6003,123,69,46.8,4,2.15,69.0
1982,21,73.5,190.4,84,Yoga,679,168,7.3,2598,148,72,34.8,2,1.75,83.1
1983,44,90.0,158.8,116,Cardio,550,71,6.2,2069,33,80,39.6,3,1.41,48.2
1984,46,59.0,180.3,90,Cardio,532,138,5.3,10139,88,61,46.7,2,2.31,58.1
1985,45,55.5,166.8,92,Yoga,473,105,9.0,11585,119,70,30.5,1,3.69,72.3
1986,52,94.2,179.3,84,Strength,534,174,6.9,5659,113,72,43.1,3,3.23,75.4
1987,25,67.1,165.8,99,Yoga,286,91,9.1,7634,60,81,52.7,7,3.95,72.2
1988,33,84.2,154.3,37,HIIT,489,91,6.8,8822,28,61,34.9,9,1.58,66.1
1989,59,51.3,161.1,73,Strength,317,174,7.3,5682,140,61,31.9,9,2.5,82.7
1990,53,84.5,159.4,66,Cardio,207,149,10.0,4683,140,77,55.1,8,3.38,52.3
1991,47,65.8,171.4,25,Yoga,649,137,9.7,6562,137,78,48.5,6,2.38,57.0
1992,35,52.8,182.9,85,HIIT,448,173,5.6,6652,101,67,35.3,1,2.07,66.7
1993,19,80.5,163.2,28,Yoga,621,149,9.2,15181,40,74,54.2,8,3.45,81.7
1994,30,62.0,150.6,87,Strength,125,120,6.3,11502,115,71,49.7,8,2.29,44.9
1995,21,69.3,175.9,42,HIIT,147,128,4.4,6713,133,53,40.0,9,3.74,46.9
1996,43,54.0,180.3,62,Cardio,469,175,7.5,7413,122,64,41.3,6,1.81,86.9
1997,42,57.4,198.1,70,Strength,113,120,9.9,4075,145,67,34.7,3,3.69,55.7
1998,47,64.9,179.5,91,HIIT,286,161,9.8,2782,26,63,55.1,6,1.84,97.8
1999,28,54.5,173.6,44,Strength,623,173,4.8,11525,108,81,45.3,8,1.87,97.7
2000,24,95.5,178.7,99,Cardio,378,105,8.6,13909,109,48,46.7,7,2.26,81.2
2001,48,50.3,196.4,54,HIIT,440,127,8.8,16962,113,57,56.5,8,2.55,83.0
2002,27,74.2,191.4,36,Yoga,427,151,6.2,17853,54,82,30.5,3,2.25,79.1
2003,56,56.2,166.1,37,Yoga,124,114,8.0,19441,106,56,32.0,8,3.59,50.6
2004,30,65.4,161.9,46,Cardio,628,60,6.9,4054,69,53,34.8,5,3.39,70.0
2005,48,96.3,163.1,34,HIIT,525,136,5.4,16375,123,59,30.9,7,1.93,87.6
